Species,Taxonomy,CO1
Pelidnota_parallela_1261300,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Pelidnota_punctata_575208,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Peliococcus_shanxiensis_1690460,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pseudococcidae_30190,5.0
Pinnaspis_strachani_340609,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Diaspididae_30080,5.0
Pella_lugens_1588351,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Pelochrista_serpentana_2461479,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Pineus_pinifoliae_1657114,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Adelgidae_33383,5.0
Peloropeodes_cornutus_2307309,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Dolichopodidae_92558,5.0
Peltoperla_arcuata_210920,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Peltoperlidae_143756,5.0
Pempelia_palumbella_1870687,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pyralidae_7135,5.0
Pinalitus_solivagus_881730,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Pemphredon_enslini_2495171,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,5.0
Pemphredon_foxii_1889546,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,5.0
Pedois_lewinella_1073656,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,5.0
Pedicia_goldsworthyi_1888009,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Pediciidae_702679,5.0
Pedicia_autumnalis_2340004,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Pediciidae_702679,5.0
Paykullia_maculata_559696,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Rhinophoridae_43758,5.0
Passaloecus_vandeli_2495170,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,5.0
Patawatermes_nigripunctatus_1778932,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Blattodea_85823;Termitidae_46569,5.0
Patrobus_septentrionis_1553643,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Placusa_depressa_1553672,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Pityophthorus_micrographus_479301,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Pityophthorus_lichtensteinii_1367342,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Paulogramma_pyracmon_1486070,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Pityogenes_trepanatus_445567,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Pauropsalta_ayrensis_1513533,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,5.0
Peckia_abrupta_2892661,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,5.0
Piruna_polingii_2753948,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,5.0
Peckia_pexata_2892657,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,5.0
Pityocera_cervus_1334914,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205,5.0
Peckia_resona_2506475,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,5.0
Pedaliodes_montagna_1884402,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Pithecops_corvus_689541,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Pedaliodes_praxithea_1884409,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Pedaliodes_uncus_2844342,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Pedesta_masuriensis_2573077,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,5.0
Pedesta_rubella_2713218,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,5.0
Parakiefferiella_finnmarkica_1891013,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,5.0
Paragus_pecchiolii_264236,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Paraglenurus_albiventris_2827538,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Neuroptera_7516;Myrmeleontidae_27427,5.0
Paracymoriza_prodigalis_1209665,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,5.0
Paederus_limnophilus_1971323,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Pagastia_caelestomontana_2045250,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,5.0
Palleopa_innotata_344295,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Palmia_praecedens_2305939,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sesiidae_106496,5.0
Palmodes_occitanicus_1310282,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Sphecidae_7485,5.0
Palpita_arsaltealis_686998,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,5.0
Palpopleura_portia_271483,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Libellulidae_6964,5.0
Platypus_koryoensis_1029662,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Palumbina_acuticula_2201004,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,5.0
Palumbina_macrodelta_2200999,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,5.0
Palyas_micacearia_1110923,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Palyna_metagona_1110924,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Pammene_gallicana_1858050,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Pammene_ochsenheimeriana_1594320,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Pamphilius_albopictus_2882546,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274,5.0
Pamphilius_aurantiacus_1384961,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274,5.0
Platypleura_pinheyi_624268,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,5.0
Pamphilius_benesi_2502786,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274,5.0
Pamphilius_itoi_2982262,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274,5.0
Pamphilius_japonicus_2502788,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274,5.0
Platypleura_hilpa_608750,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,5.0
Paectes_declinata_2013396,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Euteliidae_2490214,5.0
Pachytychius_robustus_2584141,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Pachytrachis_gracilis_470637,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Tettigoniidae_62784,5.0
Plectiscidea_venusta_1667547,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,5.0
Oxyodes_tricolor_1375676,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Oxyphanes_thiobapta_1375677,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Oxypoda_elongatula_346817,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Oxypoda_flavicornis_878183,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Plectophloeus_nubigena_1588391,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Oxysarcodexia_carvalhoi_1723748,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,5.0
Oxysarcodexia_conclausa_2892654,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,5.0
Oxysternon_conspicillatum_206906,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Oxystoma_ochropus_1588335,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Apionidae_122732,5.0
Oxythecta_alternella_1375682,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Oecophoridae_57992,5.0
Plea_minutissima_280219,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pleidae_236409,5.0
Oxythecta_neurota_1375688,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Oecophoridae_57992,5.0
Ozarba_chrysaspis_1375695,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Plecoptera_reflexa_1973617,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Ozarba_propera_1430620,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Plebejus_sephirus_497734,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Plebejus_pyrenaicus_282028,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Plebejus_emigdionis_689500,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Pachygonidia_subhamata_325943,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Pachyta_bicuneata_351051,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,5.0
Platypleura_chalybaea_311438,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,5.0
Panacela_nyctopa_1375859,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Eupterotidae_119271,5.0
Panacela_syntropha_1557960,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Eupterotidae_119271,5.0
Platycleis_albopunctata_470653,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Tettigoniidae_62784,5.0
Papilio_homothoas_1579685,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Papilio_joanae_1505875,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Platydracus_viridanus_1770666,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Papilio_karna_354218,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Platydracus_mysticus_2109452,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Papilio_lamarchei_1527567,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Platydema_violacea_1586427,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Tenebrionidae_7065,5.0
Papilio_mahadeva_996781,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Platycnemis_phyllopoda_410882,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Platycnemididae_126177,5.0
Papilio_palamedes_77247,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Papilio_grosesmithi_284988,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Platycheirus_thompsoni_1458295,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Paracardiophorus_sequens_1610112,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,5.0
Paracercion_plagiosum_1168661,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Coenagrionidae_70895,5.0
Paracharactus_hyalinus_1385305,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,5.0
Parachauliodes_buchi_2718483,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Megaloptera_50553;Corydalidae_50554,5.0
Platycheirus_sabulicola_1459909,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Paracletus_cimiciformis_223034,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pemphigidae_30187,5.0
Paraclisis_diomedeae_185407,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Phthiraptera_85819;Philopteridae_66236,5.0
Paracolax_contigua_2249604,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Platyhormius_tayronensis_2743460,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,5.0
Papilio_euchenor_1968076,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Pandemis_canadana_1144655,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Platynus_livens_1588386,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Pangrapta_obscurata_1212786,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Panorpa_latipennis_50441,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Mecoptera_27420;Panorpidae_50439,5.0
Platypalpus_longiseta_1446204,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,5.0
Platypalpus_candicans_1446194,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,5.0
Panorpodes_pulcher_115641,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Mecoptera_27420;Panorpodidae_115626,5.0
Platypalpus_articulatoides_1446190,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,5.0
Platypalpus_albiseta_1446186,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,5.0
Platynychus_nothus_341375,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,5.0
Panthiades_bitias_709173,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Pantoporia_hordonia_412149,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Papilio_aristodemus_1527559,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Pantydia_metaspila_1266111,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Platyneura_testacea_367032,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Agaonidae_75187,5.0
Panzeria_triangularis_1692414,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tachinidae_27474,5.0
Platyneura_agraensis_367030,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Agaonidae_75187,5.0
Paonias_astylus_690196,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Papaipema_cerussata_1485853,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Papaipema_harrisii_1488893,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Papaipema_impecuniosa_1488894,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Papilio_alcmenor_1968064,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Pemphredon_rugifer_1895145,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,5.0
Penicillidia_monoceros_633889,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Nycteribiidae_81707,5.0
Neogurelca_himachala_522852,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Phloeopora_corticalis_1588371,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Philonthus_cruentatus_878354,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Philonthus_intermedius_878357,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Philonthus_lomatus_2083670,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Philonthus_marginatus_878358,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Philonthus_montivagus_1588363,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Phylus_coryli_881658,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Phylomictis_maligna_1376327,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,5.0
Philonthus_rubripennis_878361,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Philonthus_rufulus_1710586,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Phylloxiphia_oberthueri_1087683,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Phylloxiphia_bicolor_1087677,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Philorhizus_melanocephalus_795063,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Philorhizus_sigma_795064,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Philornis_blanchardi_253428,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,5.0
Philornis_downsi_450213,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,5.0
Philotrypesis_longicaudata_358047,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pteromalidae_7423,5.0
Philotrypesis_quadrisetosa_1097164,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pteromalidae_7423,5.0
Phlebotomus_bergeroti_59273,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Phlebotomus_smirnovi_2726812,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Phlegyas_annulicrus_881703,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pachygronthidae_1656821,5.0
Phloeonomus_minimus_1588368,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Philoliche_gravoti_415286,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205,5.0
Philobota_mathematica_1376122,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Oecophoridae_57992,5.0
Philobota_futilis_1376102,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Oecophoridae_57992,5.0
Phiaris_micana_1594329,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Pheidole_ulothrix_615612,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,5.0
Phytocoris_inops_881711,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Pheidole_voeltzkowii_615649,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,5.0
Pheidole_wilsoni_615660,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,5.0
Phytocoris_dreisbachi_881707,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Phengodes_frontalis_1932597,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Phengodidae_94777,5.0
Phenolia_picta_2478357,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Nitidulidae_116151,5.0
Pherechoa_crypsichlora_1376048,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Phiaris_dissolutana_1594328,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Physomeloe_corallifer_443662,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Meloidae_34672,5.0
Philhygra_jarmilae_1896842,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Phiaris_septentrionana_1241363,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Phiaris_turfosana_1197236,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Physiphora_clausa_1380898,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ulidiidae_43848,5.0
Phibalapteryx_virgata_505422,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Phigalia_plumogeraria_942205,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Elachistidae_262431,5.0
Philanisus_plebeius_177818,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Chathamiidae_177816,5.0
Phymatopus_hecta_1108693,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hepialidae_41021,5.0
Philanthus_variegatus_2495178,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,5.0
Philetus_memorandus_1874859,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Empididae_92557,5.0
Phloeonomus_pusillus_1588369,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Phyllophaga_subtonsa_703329,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Penicillifera_apicalis_2561591,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Bombycidae_7089,5.0
Phlyctinus_callosus_2772171,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Phortica_tanabei_1051451,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,5.0
Phostria_lasiocnemis_1266080,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,5.0
Phostria_truncatalis_1140984,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,5.0
Photedes_captiuncula_988147,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Photedes_fluxa_1594331,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Photedes_inops_1488904,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Photinus_carolinus_1609062,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049,5.0
Phronia_cordata_2340017,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Mycetophilidae_29035,5.0
Phrudocentra_janeira_1110942,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Phryganea_japonica_1875854,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Phryganeidae_177685,5.0
Phtheochroa_sodaliana_1176461,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Phthitia_empirica_2290889,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sphaeroceridae_114620,5.0
Phyllonorycter_parvifoliella_199059,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gracillariidae_98966,5.0
Phyciodes_phaon_113352,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Phyllaphoides_bambusicola_2572951,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,5.0
